order_id,order_date,quantity,unit_price,revenue,status,product_category,product_code,customer_name,country,territory,deal_size,quarter,month,year
10370,2005-01-20,22,96.86,2130.92,Shipped,Trucks and Buses,S18_2432,"Anna's Decorations, Ltd",Australia,APAC,Small,1,1,2005
10381,2005-02-17,35,48.62,1701.7,Shipped,Trucks and Buses,S18_2432,Corporate Gift Ideas Co.,USA,Unknown,Small,1,2,2005
10391,2005-03-09,44,38.5,1694.0,Shipped,Trucks and Buses,S18_2432,"Anna's Decorations, Ltd",Australia,APAC,Small,1,3,2005
10412,2005-05-03,47,61.99,2913.53,Shipped,Trucks and Buses,S18_2432,Euro Shopping Channel,Spain,EMEA,Small,2,5,2005
10425,2005-05-31,19,49.22,935.18,In Process,Trucks and Buses,S18_2432,La Rochelle Gifts,France,EMEA,Small,2,5,2005
10106,2003-02-17,34,90.39,3073.26,Shipped,Planes,S18_2581,Rovelli Gifts,Italy,EMEA,Medium,1,2,2003
10120,2003-04-29,29,71.81,2082.49,Shipped,Planes,S18_2581,"Australian Collectors, Co.",Australia,APAC,Small,2,4,2003
10133,2003-06-27,49,69.27,3394.23,Shipped,Planes,S18_2581,Euro Shopping Channel,Spain,EMEA,Medium,2,6,2003
10145,2003-08-25,30,85.32,2559.6,Shipped,Planes,S18_2581,Toys4GrownUps.com,USA,Unknown,Small,3,8,2003
10168,2003-10-28,21,70.96,1490.16,Shipped,Planes,S18_2581,Technics Stores Inc.,USA,Unknown,Small,4,10,2003
10210,2004-01-12,50,76.88,3844.0,Shipped,Planes,S18_2581,Osaka Souveniers Co.,Japan,Japan,Medium,1,1,2004
10223,2004-02-20,47,100.0,4724.91,Shipped,Planes,S18_2581,"Australian Collectors, Co.",Australia,APAC,Medium,1,2,2004
10235,2004-04-02,24,76.03,1824.72,Shipped,Planes,S18_2581,"Royal Canadian Collectables, Ltd.",Canada,Unknown,Small,2,4,2004
10250,2004-05-11,27,98.84,2668.68,Shipped,Planes,S18_2581,The Sharp Gifts Warehouse,USA,Unknown,Small,2,5,2004
10263,2004-06-28,33,86.17,2843.61,Shipped,Planes,S18_2581,Gift Depot Inc.,USA,Unknown,Small,2,6,2004
10275,2004-07-23,35,90.39,3163.65,Shipped,Planes,S18_2581,La Rochelle Gifts,France,EMEA,Medium,3,7,2004
10284,2004-08-21,31,71.81,2226.11,Shipped,Planes,S18_2581,"Norway Gifts By Mail, Co.",Norway,EMEA,Small,3,8,2004
10297,2004-09-16,25,82.79,2069.75,Shipped,Planes,S18_2581,"Clover Collections, Co.",Ireland,EMEA,Small,3,9,2004
10308,2004-10-15,27,82.79,2235.33,Shipped,Planes,S18_2581,Mini Classics,USA,Unknown,Small,4,10,2004
10318,2004-11-02,31,100.0,3116.43,Shipped,Planes,S18_2581,Diecast Classics Inc.,USA,Unknown,Medium,4,11,2004
10327,2004-11-10,45,100.0,4781.7,Resolved,Planes,S18_2581,Danish Wholesale Imports,Denmark,EMEA,Medium,4,11,2004
10339,2004-11-23,27,100.0,2810.7,Shipped,Planes,S18_2581,"Tokyo Collectables, Ltd",Japan,Japan,Small,4,11,2004
10353,2004-12-04,27,100.0,3515.67,Shipped,Planes,S18_2581,Gift Ideas Corp.,USA,Unknown,Medium,4,12,2004
10374,2005-02-02,42,69.27,2909.34,Shipped,Planes,S18_2581,"Australian Gift Network, Co",Australia,APAC,Small,1,2,2005
10386,2005-03-01,21,74.77,1570.17,Resolved,Planes,S18_2581,Euro Shopping Channel,Spain,EMEA,Small,1,3,2005
10398,2005-03-30,34,76.88,2613.92,Shipped,Planes,S18_2581,Reims Collectables,France,EMEA,Small,1,3,2005
10401,2005-04-03,42,76.03,3193.26,On Hold,Planes,S18_2581,Tekni Collectables Inc.,USA,Unknown,Medium,2,4,2005
10416,2005-05-10,15,98.84,1482.6,Shipped,Planes,S18_2581,L'ordine Souveniers,Italy,EMEA,Small,2,5,2005
10107,2003-02-24,29,70.87,2055.23,Shipped,Motorcycles,S18_2625,Land of Toys Inc.,USA,Unknown,Small,1,2,2003
10120,2003-04-29,46,58.15,2674.9,Shipped,Motorcycles,S18_2625,"Australian Collectors, Co.",Australia,APAC,Small,2,4,2003
10134,2003-07-01,30,61.78,1853.4,Shipped,Motorcycles,S18_2625,Lyon Souveniers,France,EMEA,Small,3,7,2003
10145,2003-08-25,30,49.67,1490.1,Shipped,Motorcycles,S18_2625,Toys4GrownUps.com,USA,Unknown,Small,3,8,2003
10159,2003-10-10,42,51.48,2162.16,Shipped,Motorcycles,S18_2625,Corporate Gift Ideas Co.,USA,Unknown,Small,4,10,2003
10168,2003-10-28,46,61.18,2814.28,Shipped,Motorcycles,S18_2625,Technics Stores Inc.,USA,Unknown,Small,4,10,2003
10180,2003-11-11,25,64.2,1605.0,Shipped,Motorcycles,S18_2625,Daedalus Designs Imports,France,EMEA,Small,4,11,2003
10188,2003-11-18,32,65.42,2093.44,Shipped,Motorcycles,S18_2625,Herkku Gifts,Norway,EMEA,Small,4,11,2003
10201,2003-12-01,30,64.81,1944.3,Shipped,Motorcycles,S18_2625,Mini Wheels Co.,USA,Unknown,Small,4,12,2003
10210,2004-01-12,40,49.67,1986.8,Shipped,Motorcycles,S18_2625,Osaka Souveniers Co.,Japan,Japan,Small,1,1,2004
10223,2004-02-20,28,60.57,1695.96,Shipped,Motorcycles,S18_2625,"Australian Collectors, Co.",Australia,APAC,Small,1,2,2004
10236,2004-04-03,23,55.72,1281.56,Shipped,Motorcycles,S18_2625,Motor Mint Distributors Inc.,USA,Unknown,Small,2,4,2004
10251,2004-05-18,29,61.18,1774.22,Shipped,Motorcycles,S18_2625,Tekni Collectables Inc.,USA,Unknown,Small,2,5,2004
10263,2004-06-28,34,58.75,1997.5,Shipped,Motorcycles,S18_2625,Gift Depot Inc.,USA,Unknown,Small,2,6,2004
10275,2004-07-23,37,63.6,2353.2,Shipped,Motorcycles,S18_2625,La Rochelle Gifts,France,EMEA,Small,3,7,2004
10285,2004-08-27,20,49.06,981.2,Shipped,Motorcycles,S18_2625,Marta's Replicas Co.,USA,Unknown,Small,3,8,2004
10298,2004-09-27,32,48.46,1550.72,Shipped,Motorcycles,S18_2625,Atelier graphique,France,EMEA,Small,3,9,2004
10308,2004-10-15,34,52.09,1771.06,Shipped,Motorcycles,S18_2625,Mini Classics,USA,Unknown,Small,4,10,2004
10318,2004-11-02,42,52.7,2213.4,Shipped,Motorcycles,S18_2625,Diecast Classics Inc.,USA,Unknown,Small,4,11,2004
10329,2004-11-15,38,100.0,5266.04,Shipped,Motorcycles,S18_2625,Land of Toys Inc.,USA,Unknown,Medium,4,11,2004
10339,2004-11-23,30,62.16,1864.8,Shipped,Motorcycles,S18_2625,"Tokyo Collectables, Ltd",Japan,Japan,Small,4,11,2004
10362,2005-01-05,23,49.67,1142.41,Shipped,Motorcycles,S18_2625,Technics Stores Inc.,USA,Unknown,Small,1,1,2005
10374,2005-02-02,22,53.3,1172.6,Shipped,Motorcycles,S18_2625,"Australian Gift Network, Co",Australia,APAC,Small,1,2,2005
10389,2005-03-03,39,100.0,6981.0,Shipped,Motorcycles,S18_2625,Scandinavian Gift Ideas,Sweden,EMEA,Medium,1,3,2005
10402,2005-04-07,55,55.72,3064.6,Shipped,Motorcycles,S18_2625,Auto Canal Petit,France,EMEA,Medium,2,4,2005
10417,2005-05-13,36,61.18,2202.48,Disputed,Motorcycles,S18_2625,Euro Shopping Channel,Spain,EMEA,Small,2,5,2005
10101,2003-01-09,26,100.0,3773.38,Shipped,Vintage Cars,S18_2795,"Blauer See Auto, Co.",Germany,EMEA,Medium,1,1,2003
10110,2003-03-18,31,100.0,5074.39,Shipped,Vintage Cars,S18_2795,"AV Stores, Co.",UK,EMEA,Medium,1,3,2003
10125,2003-05-21,34,100.0,6483.46,Shipped,Vintage Cars,S18_2795,"Australian Collectors, Co.",Australia,APAC,Medium,2,5,2003
10139,2003-07-16,41,100.0,7956.46,Shipped,Vintage Cars,S18_2795,Souveniers And Things Co.,Australia,APAC,Large,3,7,2003
10149,2003-09-12,23,100.0,4230.62,Shipped,Vintage Cars,S18_2795,Signal Collectibles Ltd.,USA,Unknown,Medium,3,9,2003
10162,2003-10-18,48,100.0,7209.12,Shipped,Vintage Cars,S18_2795,Corporate Gift Ideas Co.,USA,Unknown,Large,4,10,2003
10173,2003-11-05,22,100.0,3452.68,Shipped,Vintage Cars,S18_2795,Rovelli Gifts,Italy,EMEA,Medium,4,11,2003
10182,2003-11-12,21,100.0,3047.73,Shipped,Vintage Cars,S18_2795,Mini Gifts Distributors Ltd.,USA,Unknown,Medium,4,11,2003
10193,2003-11-21,22,100.0,3675.32,Shipped,Vintage Cars,S18_2795,"Australian Collectables, Ltd",Australia,APAC,Medium,4,11,2003
10205,2003-12-03,40,100.0,7492.4,Shipped,Vintage Cars,S18_2795,Euro Shopping Channel,Spain,EMEA,Large,4,12,2003
10214,2004-01-26,50,100.0,9534.5,Shipped,Vintage Cars,S18_2795,"Corrida Auto Replicas, Ltd",Spain,EMEA,Large,1,1,2004
10227,2004-03-02,29,100.0,5579.02,Shipped,Vintage Cars,S18_2795,"Saveley & Henriot, Co.",France,EMEA,Medium,1,3,2004
10244,2004-04-29,43,100.0,5950.34,Shipped,Vintage Cars,S18_2795,Euro Shopping Channel,Spain,EMEA,Medium,2,4,2004
10255,2004-06-04,24,100.0,3726.0,Shipped,Vintage Cars,S18_2795,Mini Caravy,France,EMEA,Medium,2,6,2004
10280,2004-08-17,22,100.0,4455.0,Shipped,Vintage Cars,S18_2795,Amica Models & Co.,Italy,EMEA,Medium,3,8,2004
10289,2004-09-03,43,100.0,8272.34,Shipped,Vintage Cars,S18_2795,Herkku Gifts,Norway,EMEA,Large,3,9,2004
10304,2004-10-11,20,100.0,3577.6,Shipped,Vintage Cars,S18_2795,Auto Assoc. & Cie.,France,EMEA,Medium,4,10,2004
10312,2004-10-21,25,100.0,3881.25,Shipped,Vintage Cars,S18_2795,Mini Gifts Distributors Ltd.,USA,Unknown,Medium,4,10,2004
10322,2004-11-04,36,100.0,5797.44,Shipped,Vintage Cars,S18_2795,Online Diecast Creations Co.,USA,Unknown,Medium,4,11,2004
10332,2004-11-17,24,52.67,1264.08,Shipped,Vintage Cars,S18_2795,"AV Stores, Co.",UK,EMEA,Small,4,11,2004
10347,2004-11-29,21,100.0,4815.3,Shipped,Vintage Cars,S18_2795,"Australian Collectors, Co.",Australia,APAC,Medium,4,11,2004
10356,2004-12-09,30,100.0,4462.2,Shipped,Vintage Cars,S18_2795,Lyon Souveniers,France,EMEA,Medium,4,12,2004
10367,2005-01-12,32,94.79,3033.28,Resolved,Vintage Cars,S18_2795,Toys4GrownUps.com,USA,Unknown,Medium,1,1,2005
10380,2005-02-16,21,47.18,990.78,Shipped,Vintage Cars,S18_2795,Euro Shopping Channel,Spain,EMEA,Small,1,2,2005
10390,2005-03-04,26,78.11,2030.86,Shipped,Vintage Cars,S18_2795,Mini Gifts Distributors Ltd.,USA,Unknown,Small,1,3,2005
10421,2005-05-29,35,100.0,5433.75,In Process,Vintage Cars,S18_2795,Mini Gifts Distributors Ltd.,USA,Unknown,Medium,2,5,2005
10109,2003-03-10,26,100.0,3157.44,Shipped,Classic Cars,S18_2870,Motor Mint Distributors Inc.,USA,Unknown,Medium,1,3,2003
10123,2003-05-20,46,100.0,5161.2,Shipped,Classic Cars,S18_2870,Atelier graphique,France,EMEA,Medium,2,5,2003
10137,2003-07-10,37,100.0,4346.76,Shipped,Classic Cars,S18_2870,Reims Collectables,France,EMEA,Medium,3,7,2003
10148,2003-09-11,27,100.0,3528.36,Shipped,Classic Cars,S18_2870,"Anna's Decorations, Ltd",Australia,APAC,Medium,3,9,2003
10161,2003-10-17,23,100.0,3187.8,Shipped,Classic Cars,S18_2870,Heintze Collectables,Denmark,EMEA,Medium,4,10,2003
10172,2003-11-05,39,100.0,6023.16,Shipped,Classic Cars,S18_2870,Gift Depot Inc.,USA,Unknown,Medium,4,11,2003
10181,2003-11-12,27,100.0,3884.76,Shipped,Classic Cars,S18_2870,Herkku Gifts,Norway,EMEA,Medium,4,11,2003
10192,2003-11-20,38,100.0,4965.84,Shipped,Classic Cars,S18_2870,Online Diecast Creations Co.,USA,Unknown,Medium,4,11,2003
10204,2003-12-02,27,100.0,4169.88,Shipped,Classic Cars,S18_2870,Muscle Machine Inc,USA,Unknown,Medium,4,12,2003
10212,2004-01-16,40,100.0,4910.4,Shipped,Classic Cars,S18_2870,Euro Shopping Channel,Spain,EMEA,Medium,1,1,2004
10226,2004-02-26,24,100.0,3231.36,Shipped,Classic Cars,S18_2870,Collectable Mini Designs Co.,USA,Unknown,Medium,1,2,2004
10241,2004-04-13,44,100.0,6853.44,Shipped,Classic Cars,S18_2870,Mini Caravy,France,EMEA,Medium,2,4,2004
10253,2004-06-01,37,100.0,5177.04,Cancelled,Classic Cars,S18_2870,"UK Collectables, Ltd.",UK,EMEA,Medium,2,6,2004
10266,2004-07-06,20,100.0,2824.8,Shipped,Classic Cars,S18_2870,L'ordine Souveniers,Italy,EMEA,Small,3,7,2004
10278,2004-08-06,39,100.0,4324.32,Shipped,Classic Cars,S18_2870,Signal Gift Stores,USA,Unknown,Medium,3,8,2004
10287,2004-08-30,44,100.0,5052.96,Shipped,Classic Cars,S18_2870,"Vida Sport, Ltd",Switzerland,EMEA,Medium,3,8,2004
10301,2003-10-05,22,100.0,3223.44,Shipped,Classic Cars,S18_2870,"Norway Gifts By Mail, Co.",Norway,EMEA,Medium,4,10,2003
10311,2004-10-16,43,100.0,5278.68,Shipped,Classic Cars,S18_2870,Euro Shopping Channel,Spain,EMEA,Medium,4,10,2004
10321,2004-11-04,27,100.0,2851.2,Shipped,Classic Cars,S18_2870,FunGiftIdeas.com,USA,Unknown,Small,4,11,2004
10331,2004-11-17,26,64.9,1687.4,Shipped,Classic Cars,S18_2870,Motor Mint Distributors Inc.,USA,Unknown,Small,4,11,2004
10343,2004-11-24,25,52.32,1308.0,Shipped,Classic Cars,S18_2870,Reims Collectables,France,EMEA,Small,4,11,2004
10366,2005-01-10,49,100.0,6144.6,Shipped,Classic Cars,S18_2870,Royale Belge,Belgium,EMEA,Medium,1,1,2005
10379,2005-02-10,29,100.0,5127.2,Shipped,Classic Cars,S18_2870,Euro Shopping Channel,Spain,EMEA,Medium,1,2,2005
10407,2005-04-22,41,100.0,6386.16,On Hold,Classic Cars,S18_2870,The Sharp Gifts Warehouse,USA,Unknown,Medium,2,4,2005
10419,2005-05-17,55,100.0,7695.6,Shipped,Classic Cars,S18_2870,Salzburg Collectables,Austria,EMEA,Large,2,5,2005
10103,2003-01-29,27,83.07,2242.89,Shipped,Vintage Cars,S18_2949,Baane Mini Imports,Norway,EMEA,Small,1,1,2003
10112,2003-03-24,23,100.0,2539.89,Shipped,Vintage Cars,S18_2949,"Volvo Model Replicas, Co",Sweden,EMEA,Small,1,3,2003
10126,2003-05-28,31,90.17,2795.27,Shipped,Vintage Cars,S18_2949,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small,2,5,2003
10139,2003-07-16,46,100.0,5545.76,Shipped,Vintage Cars,S18_2949,Souveniers And Things Co.,Australia,APAC,Medium,3,7,2003
10150,2003-09-19,47,91.18,4285.46,Shipped,Vintage Cars,S18_2949,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium,3,9,2003
10163,2003-10-20,31,100.0,3329.09,Shipped,Vintage Cars,S18_2949,Classic Legends Inc.,USA,Unknown,Medium,4,10,2003
10174,2003-11-06,46,100.0,5592.22,Shipped,Vintage Cars,S18_2949,"Australian Gift Network, Co",Australia,APAC,Medium,4,11,2003
10183,2003-11-13,37,89.15,3298.55,Shipped,Vintage Cars,S18_2949,"Classic Gift Ideas, Inc",USA,Unknown,Medium,4,11,2003
10193,2003-11-21,28,93.21,2609.88,Shipped,Vintage Cars,S18_2949,"Australian Collectables, Ltd",Australia,APAC,Small,4,11,2003
10206,2003-12-05,37,90.17,3336.29,Shipped,Vintage Cars,S18_2949,Canadian Gift Exchange Network,Canada,Unknown,Medium,4,12,2003
10215,2004-01-29,49,100.0,5510.05,Shipped,Vintage Cars,S18_2949,West Coast Collectables Co.,USA,Unknown,Medium,1,1,2004
10228,2004-03-10,24,100.0,2504.4,Shipped,Vintage Cars,S18_2949,Cambridge Collectables Co.,USA,Unknown,Small,1,3,2004
10244,2004-04-29,30,100.0,3525.6,Shipped,Vintage Cars,S18_2949,Euro Shopping Channel,Spain,EMEA,Medium,2,4,2004
10257,2004-06-14,50,88.14,4407.0,Shipped,Vintage Cars,S18_2949,The Sharp Gifts Warehouse,USA,Unknown,Medium,2,6,2004
10270,2004-07-19,31,96.24,2983.44,Shipped,Vintage Cars,S18_2949,Souveniers And Things Co.,Australia,APAC,Small,3,7,2004
10280,2004-08-17,46,100.0,5126.24,Shipped,Vintage Cars,S18_2949,Amica Models & Co.,Italy,EMEA,Medium,3,8,2004
10291,2004-09-08,47,100.0,5713.79,Shipped,Vintage Cars,S18_2949,Scandinavian Gift Ideas,Sweden,EMEA,Medium,3,9,2004
10304,2004-10-11,46,100.0,4613.8,Shipped,Vintage Cars,S18_2949,Auto Assoc. & Cie.,France,EMEA,Medium,4,10,2004
10312,2004-10-21,37,100.0,3711.1,Shipped,Vintage Cars,S18_2949,Mini Gifts Distributors Ltd.,USA,Unknown,Medium,4,10,2004
10322,2004-11-04,33,100.0,3524.73,Shipped,Vintage Cars,S18_2949,Online Diecast Creations Co.,USA,Unknown,Medium,4,11,2004
10333,2004-11-18,31,90.17,2795.27,Shipped,Vintage Cars,S18_2949,Mini Wheels Co.,USA,Unknown,Small,4,11,2004
10347,2004-11-29,48,100.0,4814.4,Shipped,Vintage Cars,S18_2949,"Australian Collectors, Co.",Australia,APAC,Medium,4,11,2004
10357,2004-12-10,41,87.13,3572.33,Shipped,Vintage Cars,S18_2949,Mini Gifts Distributors Ltd.,USA,Unknown,Medium,4,12,2004
10369,2005-01-20,42,100.0,4581.36,Shipped,Vintage Cars,S18_2949,Collectables For Less Inc.,USA,Unknown,Medium,1,1,2005
10381,2005-02-17,41,100.0,4319.76,Shipped,Vintage Cars,S18_2949,Corporate Gift Ideas Co.,USA,Unknown,Medium,1,2,2005
10391,2005-03-09,32,45.25,1448.0,Shipped,Vintage Cars,S18_2949,"Anna's Decorations, Ltd",Australia,APAC,Small,1,3,2005
10423,2005-05-30,10,88.14,881.4,In Process,Vintage Cars,S18_2949,Petit Auto,Belgium,EMEA,Small,2,5,2005
10103,2003-01-29,35,57.46,2011.1,Shipped,Vintage Cars,S18_2957,Baane Mini Imports,Norway,EMEA,Small,1,1,2003
10111,2003-03-25,28,64.33,1801.24,Shipped,Vintage Cars,S18_2957,Mini Wheels Co.,USA,Unknown,Small,1,3,2003
10126,2003-05-28,46,73.7,3390.2,Shipped,Vintage Cars,S18_2957,"Corrida Auto Replicas, Ltd",Spain,EMEA,Medium,2,5,2003
10139,2003-07-16,20,71.2,1424.0,Shipped,Vintage Cars,S18_2957,Souveniers And Things Co.,Australia,APAC,Small,3,7,2003
10150,2003-09-19,30,49.97,1499.1,Shipped,Vintage Cars,S18_2957,"Dragon Souveniers, Ltd.",Singapore,Japan,Small,3,9,2003
10163,2003-10-20,48,69.96,3358.08,Shipped,Vintage Cars,S18_2957,Classic Legends Inc.,USA,Unknown,Medium,4,10,2003
10173,2003-11-05,28,53.72,1504.16,Shipped,Vintage Cars,S18_2957,Rovelli Gifts,Italy,EMEA,Small,4,11,2003
10183,2003-11-13,39,68.08,2655.12,Shipped,Vintage Cars,S18_2957,"Classic Gift Ideas, Inc",USA,Unknown,Small,4,11,2003
10193,2003-11-21,24,51.84,1244.16,Shipped,Vintage Cars,S18_2957,"Australian Collectables, Ltd",Australia,APAC,Small,4,11,2003
10206,2003-12-05,28,67.46,1888.88,Shipped,Vintage Cars,S18_2957,Canadian Gift Exchange Network,Canada,Unknown,Small,4,12,2003
10215,2004-01-29,31,58.71,1820.01,Shipped,Vintage Cars,S18_2957,West Coast Collectables Co.,USA,Unknown,Small,1,1,2004
10228,2004-03-10,45,63.71,2866.95,Shipped,Vintage Cars,S18_2957,Cambridge Collectables Co.,USA,Unknown,Small,1,3,2004
10244,2004-04-29,24,58.09,1394.16,Shipped,Vintage Cars,S18_2957,Euro Shopping Channel,Spain,EMEA,Small,2,4,2004
10257,2004-06-14,49,53.72,2632.28,Shipped,Vintage Cars,S18_2957,The Sharp Gifts Warehouse,USA,Unknown,Small,2,6,2004
10269,2004-07-16,32,63.08,2018.56,Shipped,Vintage Cars,S18_2957,Salzburg Collectables,Austria,EMEA,Small,3,7,2004
10280,2004-08-17,43,68.71,2954.53,Shipped,Vintage Cars,S18_2957,Amica Models & Co.,Italy,EMEA,Small,3,8,2004
10291,2004-09-08,37,50.59,1871.83,Shipped,Vintage Cars,S18_2957,Scandinavian Gift Ideas,Sweden,EMEA,Small,3,9,2004
10304,2004-10-11,24,64.96,1559.04,Shipped,Vintage Cars,S18_2957,Auto Assoc. & Cie.,France,EMEA,Small,4,10,2004
10312,2004-10-21,35,53.72,1880.2,Shipped,Vintage Cars,S18_2957,Mini Gifts Distributors Ltd.,USA,Unknown,Small,4,10,2004
10322,2004-11-04,41,29.87,1224.67,Shipped,Vintage Cars,S18_2957,Online Diecast Creations Co.,USA,Unknown,Small,4,11,2004
10332,2004-11-17,26,100.0,2979.08,Shipped,Vintage Cars,S18_2957,"AV Stores, Co.",UK,EMEA,Small,4,11,2004
10347,2004-11-29,34,64.96,2208.64,Shipped,Vintage Cars,S18_2957,"Australian Collectors, Co.",Australia,APAC,Small,4,11,2004
10357,2004-12-10,49,70.58,3458.42,Shipped,Vintage Cars,S18_2957,Mini Gifts Distributors Ltd.,USA,Unknown,Medium,4,12,2004
10369,2005-01-20,28,44.21,1237.88,Shipped,Vintage Cars,S18_2957,Collectables For Less Inc.,USA,Unknown,Small,1,1,2005
10381,2005-02-17,40,68.08,2723.2,Shipped,Vintage Cars,S18_2957,Corporate Gift Ideas Co.,USA,Unknown,Small,1,2,2005
10392,2005-03-10,37,59.96,2218.52,Shipped,Vintage Cars,S18_2957,Mini Auto Werke,Austria,EMEA,Small,1,3,2005
10423,2005-05-30,31,53.72,1665.32,In Process,Vintage Cars,S18_2957,Petit Auto,Belgium,EMEA,Small,2,5,2005
10106,2003-02-17,41,83.44,3421.04,Shipped,Ships,S18_3029,Rovelli Gifts,Italy,EMEA,Medium,1,2,2003
10119,2003-04-28,21,89.46,1878.66,Shipped,Ships,S18_3029,Salzburg Collectables,Austria,EMEA,Small,2,4,2003
10130,2003-06-16,40,96.34,3853.6,Shipped,Ships,S18_3029,Auto-Moto Classics Inc.,USA,Unknown,Medium,2,6,2003
10143,2003-08-10,46,74.84,3442.64,Shipped,Ships,S18_3029,Mini Creations Ltd.,USA,Unknown,Medium,3,8,2003
10155,2003-10-06,44,79.14,3482.16,Shipped,Ships,S18_3029,"Toys of Finland, Co.",Finland,EMEA,Medium,4,10,2003
10167,2003-10-23,46,73.12,3363.52,Cancelled,Ships,S18_3029,Scandinavian Gift Ideas,Sweden,EMEA,Medium,4,10,2003
10178,2003-11-08,41,81.72,3350.52,Shipped,Ships,S18_3029,Alpha Cognac,France,EMEA,Medium,4,11,2003
10186,2003-11-14,32,89.46,2862.72,Shipped,Ships,S18_3029,"Double Decker Gift Stores, Ltd",UK,EMEA,Small,4,11,2003
10197,2003-11-26,46,87.74,4036.04,Shipped,Ships,S18_3029,Enaco Distributors,Spain,EMEA,Medium,4,11,2003
10209,2004-01-09,28,100.0,2817.92,Shipped,Ships,S18_3029,"Men 'R' US Retailers, Ltd.",USA,Unknown,Small,1,1,2004
10222,2004-02-19,49,94.62,4636.38,Shipped,Ships,S18_3029,Collectable Mini Designs Co.,USA,Unknown,Medium,1,2,2004
10248,2004-05-07,21,73.98,1553.58,Cancelled,Ships,S18_3029,Land of Toys Inc.,USA,Unknown,Small,2,5,2004
10262,2004-06-24,32,84.3,2697.6,Cancelled,Ships,S18_3029,Euro Shopping Channel,Spain,EMEA,Small,2,6,2004
10273,2004-07-21,34,98.06,3334.04,Shipped,Ships,S18_3029,Petit Auto,Belgium,EMEA,Medium,3,7,2004
10283,2004-08-20,21,98.06,2059.26,Shipped,Ships,S18_3029,"Royal Canadian Collectables, Ltd.",Canada,Unknown,Small,3,8,2004
10296,2004-09-15,21,96.34,2023.14,Shipped,Ships,S18_3029,"Bavarian Collectables Imports, Co.",Germany,EMEA,Small,3,9,2004
10307,2004-10-14,31,83.44,2586.64,Shipped,Ships,S18_3029,"Classic Gift Ideas, Inc",USA,Unknown,Small,4,10,2004
10316,2004-11-01,21,94.62,1987.02,Shipped,Ships,S18_3029,giftsbymail.co.uk,UK,EMEA,Small,4,11,2004
10327,2004-11-10,25,45.86,1146.5,Resolved,Ships,S18_3029,Danish Wholesale Imports,Denmark,EMEA,Small,4,11,2004
10338,2004-11-22,28,82.58,2312.24,Shipped,Ships,S18_3029,Royale Belge,Belgium,EMEA,Small,4,11,2004
10350,2004-12-02,43,64.97,2793.71,Shipped,Ships,S18_3029,Euro Shopping Channel,Spain,EMEA,Small,4,12,2004
10373,2005-01-31,22,86.74,1908.28,Shipped,Ships,S18_3029,"Oulu Toy Supplies, Inc.",Finland,EMEA,Small,1,1,2005
10386,2005-03-01,37,93.01,3441.37,Resolved,Ships,S18_3029,Euro Shopping Channel,Spain,EMEA,Medium,1,3,2005
10398,2005-03-30,28,72.26,2023.28,Shipped,Ships,S18_3029,Reims Collectables,France,EMEA,Small,1,3,2005
10400,2005-04-01,30,74.84,2245.2,Shipped,Ships,S18_3029,The Sharp Gifts Warehouse,USA,Unknown,Small,2,4,2005
10414,2005-05-06,44,73.98,3255.12,On Hold,Ships,S18_3029,Gifts4AllAges.com,USA,Unknown,Medium,2,5,2005
10103,2003-01-29,25,100.0,2539.5,Shipped,Vintage Cars,S18_3136,Baane Mini Imports,Norway,EMEA,Small,1,1,2003
10111,2003-03-25,43,100.0,4818.15,Shipped,Vintage Cars,S18_3136,Mini Wheels Co.,USA,Unknown,Medium,1,3,2003
10126,2003-05-28,30,97.39,2921.7,Shipped,Vintage Cars,S18_3136,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small,2,5,2003
10139,2003-07-16,20,90.06,1801.2,Shipped,Vintage Cars,S18_3136,Souveniers And Things Co.,Australia,APAC,Small,3,7,2003
10150,2003-09-19,26,100.0,2804.36,Shipped,Vintage Cars,S18_3136,"Dragon Souveniers, Ltd.",Singapore,Japan,Small,3,9,2003
10163,2003-10-20,40,100.0,4900.8,Shipped,Vintage Cars,S18_3136,Classic Legends Inc.,USA,Unknown,Medium,4,10,2003
10173,2003-11-05,31,89.01,2759.31,Shipped,Vintage Cars,S18_3136,Rovelli Gifts,Italy,EMEA,Small,4,11,2003
10183,2003-11-13,22,100.0,2488.2,Shipped,Vintage Cars,S18_3136,"Classic Gift Ideas, Inc",USA,Unknown,Small,4,11,2003
10193,2003-11-21,23,100.0,2769.89,Shipped,Vintage Cars,S18_3136,"Australian Collectables, Ltd",Australia,APAC,Small,4,11,2003
10206,2003-12-05,30,100.0,3581.4,Shipped,Vintage Cars,S18_3136,Canadian Gift Exchange Network,Canada,Unknown,Medium,4,12,2003
10215,2004-01-29,49,100.0,5285.14,Shipped,Vintage Cars,S18_3136,West Coast Collectables Co.,USA,Unknown,Medium,1,1,2004
10228,2004-03-10,31,100.0,3181.53,Shipped,Vintage Cars,S18_3136,Cambridge Collectables Co.,USA,Unknown,Medium,1,3,2004
10244,2004-04-29,29,100.0,3340.51,Shipped,Vintage Cars,S18_3136,Euro Shopping Channel,Spain,EMEA,Medium,2,4,2004
